,w5_p_outcome,w5_hhid,pid,w5_p_proxyassent,w5_p_intrv_d,w5_p_intrv_m,w5_p_intrv_y,w5_p_intrv_c,w5_p_refexpl,w5_p_refexpl_o,w5_p_refint,w5_p_refgen,w5_p_refage,w5_p_respid,w5_p_resprox,w5_p_resprox_o,w5_p_sample,w5_p_duration,w5_p_dob_m,w5_p_dob_y,w5_p_gen,w5_p_popgrp,w5_p_popgrp_o,w5_p_parhpid,w5_p_mar,w5_p_mary_m,w5_p_mary_l,w5_p_evmar,w5_p_curmarst,w5_p_timewid,w5_p_timediv,w5_p_lng,w5_p_lng_o,w5_p_slpw,w5_p_slpm,w5_p_lvevoth,w5_p_brnprov,w5_p_brnprov_flg,w5_p_brndc_2001,w5_p_brndc_2001_flg,w5_p_brndc_2011,w5_p_brndc_2011_flg,w5_p_brncc,w5_p_brncc_flg,w5_p_lv94prov,w5_p_lv94prov_flg,w5_p_lv15prov,w5_p_lv15prov_flg,w5_p_moveyr,w5_p_lvbfprov,w5_p_lvbfdc_2001,w5_p_lvbfdc_2011,w5_p_lvbfcc,w5_p_emactcur,w5_p_emactcur_o,w5_p_em1occ_isco_c,w5_p_em1prod_c,w5_p_em1inc_brac1,w5_p_em1inc_brac2,w5_p_em1inc_brac3,w5_p_em1inc_brac4,w5_p_em1inc_brac5,w5_p_em1inc_brac6,w5_p_em1inc_cat,w5_p_incgovpen,w5_p_incgovpen_v,w5_p_incdis,w5_p_incdis_v,w5_p_incchld,w5_p_incchld_v,w5_p_incfos,w5_p_incfos_v,w5_p_inccare,w5_p_inccare_v,w5_p_incaid,w5_p_incaid_v,w5_p_incwar,w5_p_incwar_v,w5_p_incuif,w5_p_incuif_v,w5_p_incwc,w5_p_incwc_v,w5_p_incpfnd,w5_p_incpfnd_v,w5_p_incret,w5_p_incret_v,w5_p_incretp,w5_p_incretp_v,w5_p_incrnt,w5_p_incrnt_v,w5_p_incint,w5_p_incint_v,w5_p_incretr,w5_p_incretr_v,w5_p_incinh,w5_p_incinh_v,w5_p_inclob,w5_p_inclob_v,w5_p_incgif,w5_p_incgif_v,w5_p_incloan,w5_p_incloan_v,w5_p_incsale,w5_p_incsale_v,w5_p_inco,w5_p_inco_o,w5_p_inco_v,w5_p_grcur,w5_p_grcurtyp,w5_p_grcurecpid,w5_p_grcurecrel,w5_p_edschgrd,w5_p_edschgrd_flg,w5_p_edschgrd_o,w5_p_edschyr,w5_p_edschyr_flg,w5_p_edschage,w5_p_edter,w5_p_edter_flg,w5_p_edterlev,w5_p_edterlev_o,w5_p_edteryr,w5_p_ed17cur,w5_p_ed17curatt,w5_p_ed17curlev,w5_p_ed17curlev_o,w5_p_ed17cursub,w5_p_ed17cursub_o,w5_p_ed17curmat,w5_p_ed17wdex,w5_p_hldes,w5_p_hltb,w5_p_hlbp,w5_p_hldia,w5_p_hlstrk,w5_p_hlast,w5_p_hlhrt,w5_p_hlcan,w5_p_hlser,w5_p_hlser1,w5_p_hlser2,w5_p_hlser3,w5_p_hlser4,w5_p_hlser_o,w5_p_hlvisaid,w5_p_hlhraid,w5_p_intlng1,w5_p_intlng2,w5_p_intlng3,w5_p_intlng4,w5_p_intresp,w5_p_intrespact,w5_p_intresphear,w5_p_intrespque,w5_p_intresppid1,w5_p_intresppid2,w5_p_intresppid3,w5_p_intrvinfo
25,Successfully Interviewed,500125,322244,Yes,15th,May,2017.0,69,,,,,,731918.0,Away on business/for work,,2008 sample,18.0,December,1991.0,Male,African,,"No, no spouse or partner",,,,No,,,,IsiXhosa,,4 Nights,22 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,"Skilled agricultural, forestry and fishery workers","Agriculture, hunting, forestry and fishing",Don't know,,,,,,Don't Know,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 10 (Std. 8/Form 3),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,No,No,,,,,,,Don't know,No,No,No,No,No,No,No,No,,,,,,No,No,IsiXhosa,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
26,Successfully Interviewed,500134,738517,Yes,15th,July,2017.0,110,,,,,,410609.0,Away on business/for work,,2008 sample,9.0,April,1991.0,Male,African,,410609.0,Living together,,Less than 1 year,No,,,,Sesotho,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,Technicians and associate professionals,Wholesale and Retail trade; repair etc;hotels and restaurants,More than,,Less than,,,,"R3,001-R5,999",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,No,No,,,,,,,Good,No,No,No,No,No,Refused,No,No,,,,,,No,No,English,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
27,Successfully Interviewed,500151,678491,Yes,26th,September,2017.0,16,,,,,,618407.0,Refused but allowed a proxy,,2017 sample,6.0,October,1983.0,Female,White,,618407.0,Formally married,2.0,,,,,,Afrikaans,,7 Nights,30 Nights,Yes,Northern Cape,Surveyed,Karoo District Municipality,Surveyed,Pixley ka Seme (DC7),Surveyed,,,Eastern Cape,Surveyed,Eastern Cape,Surveyed,1985.0,Eastern Cape,Nelson Mandela Metropolitan Municipality,Nelson Mandela Bay (NMA),,Working for pay,,Managers,"Community, social and personal services",Refused,,,,,,Refused,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2001.0,Surveyed,,No,Surveyed,,,,,,,,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,Yes,No,Afrikaans,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
28,Successfully Interviewed,500152,767476,Yes,14th,June,2017.0,58,,,,,,317862.0,Permanently too unwell or disabled,,2008 sample,15.0,October,1989.0,Male,African,,"No, no spouse or partner",,,,No,,,,Other (specify),"He Is Deaf, He Doesn'T Speak, He Only Understands Sign Language.",7 Nights,30 Nights,Yes,KwaZulu-Natal,Surveyed,Umgungundlovu District Municipality,Surveyed,UMgungundlovu (DC22),Surveyed,,,KwaZulu-Natal,Surveyed,Northern Cape,Surveyed,2016.0,Western Cape,Boland District Municipality,Cape Winelands (DC2),,Long term sick or disabled,,,,,,,,,,,No,,Yes,1520.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2011.0,Surveyed,,No,Surveyed,,,,No,No,,,,,,,Fair,No,No,No,No,No,No,No,Yes,"Problems with sight, hearing or speech",Epilepsy/fits,,,,No,No,IsiZulu,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
29,Successfully Interviewed,500155,319276,Yes,3rd,September,2017.0,117,,,,,,582206.0,Too old,,2008 sample,7.0,August,1945.0,Female,Coloured,,"No, spouse or partner is deceased",,,,,,9.0,,Afrikaans,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Retired,,,,,,,,,,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 2 (previously Sub B/Class 2),Surveyed,,Don't know,Surveyed,10.0,No,Surveyed,,,,,,,,,,,,Fair,No,Yes,No,No,No,No,No,No,,,,,,No,No,Afrikaans,English,,,Friendly,Very attentive,1+ persons within hearing range for all  of the interview,No,,,,Good
30,Successfully Interviewed,500155,582205,Yes,3rd,September,2017.0,117,,,,,,582206.0,Permanently too unwell or disabled,,2008 sample,8.0,April,1984.0,Male,Coloured,,"No, no spouse or partner",,,,No,,,,Afrikaans,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,No,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Response from historical data,,,,,,,,,,,,,,,,,,Poor,No,No,No,No,No,No,No,Yes,Physically handicapped,"Problems with sight, hearing or speech",Psychological or psychiatric disorder,,,No,No,Afrikaans,English,,,Friendly,Very attentive,1+ persons within hearing range for all  of the interview,No,,,,Good
31,Successfully Interviewed,500167,772015,Yes,31st,July,2017.0,53,,,,,,314999.0,Too old,,2008 sample,8.0,March,1936.0,Male,African,,"No, spouse or partner is deceased",,,,,,10.0,,IsiZulu,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Homemaker (looking after children/others/home),,,,,,,,,,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Surveyed,,,,,,,,,,,,,,,,,,Poor,No,Yes,No,No,No,No,No,Yes,Psychological or psychiatric disorder,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,No,,,,Very good
32,Successfully Interviewed,500173,411449,Yes,10th,September,2017.0,117,,,,,,319265.0,Studying away from home,,2008 sample,7.0,July,2002.0,Female,Coloured,,"No, no spouse or partner",,,,No,,,,Afrikaans,,0 Nights,0 Nights,No,,,,,,,,,,,,,,,,,,"Full-time scholar or student at school, university, college or another educational institution",,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,No,,,,Grade 8 (Std. 6/Form 1),Surveyed,,2016.0,Surveyed,,No,Surveyed,,,,Yes,,Grade 9 (Std. 7/Form 2),,,,,,Good,No,No,No,No,No,No,No,No,,,,,,No,No,Afrikaans,English,,,Friendly,Very attentive,1+ persons within hearing range for all  of the interview,No,,,,Good
33,Successfully Interviewed,500173,732182,Yes,10th,September,2017.0,117,,,,,,319265.0,Away on business/for work,,2008 sample,9.0,February,1973.0,Male,Coloured,,319265.0,Formally married,7.0,,,,,,Afrikaans,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,Service and sales workers,"Community, social and personal services",More than,,More than,,About equal to,,"R12,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,Afrikaans,English,,,Friendly,Very attentive,1+ persons within hearing range for all  of the interview,No,,,,Good
34,Successfully Interviewed,500197,501870,Yes,21st,August,2017.0,35,,,,,,315348.0,Away on business/for work,,2008 sample,8.0,January,1979.0,Male,African,,315348.0,Living together,,12.0,No,,,,IsiZulu,,5 Nights,25 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,Professionals,"Community, social and personal services",More than,,About equal to,,,,"R6,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2009.0,Surveyed,,Yes,Surveyed,Certificate requiring Grade 12/Std. 10,,2011.0,,,,,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Somewhat attentive,No other person within hearing range at any time,No,,,,Good
35,Successfully Interviewed,500198,323280,Yes,20th,March,2017.0,73,,,,,,730930.0,Permanently too unwell or disabled,,2008 sample,12.0,February,1942.0,Female,Coloured,,"No, spouse or partner is deceased",,,,,,19.0,,Afrikaans,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,Yes,1500.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 4 (Std. 2),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Fair,No,Yes,No,Yes,No,No,No,No,,,,,,No,No,Afrikaans,,,,Friendly,Very attentive,1+ persons within hearing range for all  of the interview,Yes,730864.0,,,Very good
36,Successfully Interviewed,500198,767406,Yes,24th,March,2017.0,73,,,,,,730930.0,Refused but allowed a proxy,,2008 sample,14.0,December,1997.0,Male,African,,"No, no spouse or partner",,,,No,,,,Afrikaans,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,"Full-time scholar or student at school, university, college or another educational institution",,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 9 (Std. 7/Form 2),Surveyed,,2014.0,Surveyed,,No,Surveyed,,,,Yes,,Grade 10 (Std. 8/Form 3),,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,Afrikaans,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
37,Successfully Interviewed,500200,312774,Yes,7th,June,2017.0,45,,,,,,786000.0,Permanently too unwell or disabled,,2008 sample,23.0,October,1926.0,Female,African,,"No, spouse or partner is deceased",,,,,,45.0,,IsiZulu,,7 Nights,30 Nights,Yes,KwaZulu-Natal,Surveyed,Uthungulu District Municipality,Surveyed,eThekwini (ETH),Surveyed,,,KwaZulu-Natal,Surveyed,KwaZulu-Natal,Derived,2013.0,KwaZulu-Natal,Uthungulu District Municipality,Uthungulu (DC28),,Long term sick or disabled,,,,,,,,,,,No,,No,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Surveyed,,,,,,,,,,,,,,,,,,Poor,No,No,No,No,No,No,No,Yes,Physically handicapped,"Problems with sight, hearing or speech",Psychological or psychiatric disorder,,,Yes,No,IsiZulu,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
38,Successfully Interviewed,500215,307277,Yes,17th,July,2017.0,45,,,,,,307279.0,Temporarily away from home for other reasons  (specify),"She Is Not Available At The Moments, For Personal Reasons",2008 sample,13.0,November,1961.0,Female,African,,731595.0,Living together,,5.0,No,,,,IsiZulu,,4 Nights,23 Nights,No,,,,,,,,,,,,,,,,,,Unemployed but not actively searching for a job in the last four weeks.,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 10 (Std. 8/Form 3),Surveyed,,Don't know,Surveyed,16.0,No,Surveyed,,,,,,,,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,Yes,731595.0,,,Very good
39,Successfully Interviewed,500215,767494,Yes,17th,July,2017.0,45,,,,,,307279.0,Permanently too unwell or disabled,,2008 sample,14.0,June,1933.0,Female,African,,"No, spouse or partner is deceased",,,,,,Don't know,,IsiZulu,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,Yes,1660.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Surveyed,,,,,,,,,,,,,,,,,,Very good,No,No,No,No,No,No,No,Yes,"Problems with sight, hearing or speech",,,,,No,No,IsiZulu,,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,No,,,,Very good
40,Successfully Interviewed,500250,312736,Yes,4th,June,2017.0,135,,,,,,312738.0,Temporarily away from home for other reasons  (specify),They Say She Always Venishes To Go And Visit Her Boyfreind And She Doesnt Have A Specific Period Of How Long She Gonna Stay There And Come Back And The Other Thing They Dont Know Were Her Boyfriend Stays,2008 sample,11.0,May,1991.0,Female,African,,"No, spouse not part of this household",,Less than 1 year,,,,,,IsiZulu,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Unemployed and actively searching for a job in the last four weeks,,,,,,,,,,,No,,No,,Yes,760.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2012.0,Surveyed,,No,Surveyed,,,,No,No,,,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
41,Successfully Interviewed,500250,409435,Yes,4th,June,2017.0,135,,,,,,312738.0,Permanently too unwell or disabled,,2008 sample,6.0,August,1995.0,Female,African,,"No, no spouse or partner",,,,No,,,,IsiZulu,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,No,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Surveyed,,,,,,,,,,,,,,,,,,Fair,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
42,Successfully Interviewed,500254,302137,Yes,8th,June,2017.0,148,,,,,,302138.0,Temporarily unwell,,2008 sample,16.0,March,1975.0,Male,African,,302138.0,Formally married,12.0,,,,,,Setswana,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,Elementary occupations,Construction,About equal to,,,,,,"R3,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 10 (Std. 8/Form 3),Surveyed,,1997.0,Surveyed,,Yes,Surveyed,Certificate not requiring Grade 12/Std. 10,,2002.0,,,,,,,,,Good,No,No,No,No,No,No,No,No,,,,,,No,No,Sepedi,Setswana,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
43,Successfully Interviewed,500268,583118,Yes,24th,July,2017.0,27,,,,,,721954.0,Permanently too unwell or disabled,,2008 sample,9.0,March,1961.0,Male,African,,"No, no spouse or partner",,,,No,,,,IsiZulu,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,No,,Yes,1500.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Don't know,Surveyed,,Don't know,Surveyed,Don't know,Don't know,Surveyed,,,,,,,,,,,,Poor,No,Yes,No,Yes,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
44,Successfully Interviewed,500285,717231,Yes,28th,June,2017.0,91,,,,,,401564.0,Unable to be contacted,He Is Not Available At Home All The Time,2008 sample,12.0,February,1980.0,Male,African,,"No, no spouse or partner",,,,No,,,,Siswati,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Unemployed and actively searching for a job in the last four weeks,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 9 (Std. 7/Form 2),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,Refused,No,SiSwati,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
45,Successfully Interviewed,500294,306269,Yes,23rd,October,2017.0,143,,,,,,715126.0,Temporarily away from home for other reasons  (specify),The Respondent Is Away Of Home For Her Mother Inlaw Sickness,2008 sample,10.0,August,1976.0,Female,African,,"No, partner not part of this household",,,,Yes,Married,,,Afrikaans,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Self-employed,,Service and sales workers,Wholesale and Retail trade; repair etc;hotels and restaurants,About equal to,,,,,,"R3,000",No,,No,,Yes,720.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 10 (Std. 8/Form 3),Surveyed,,1993.0,Surveyed,,No,Surveyed,,,,,,,,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,Yes,No,Afrikaans,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
46,Successfully Interviewed,500295,312467,Yes,23rd,August,2017.0,38,,,,,,312468.0,Away on business/for work,,2008 sample,-3.0,October,1965.0,Male,African,,312468.0,Formally married,9.0,,,,,,IsiZulu,,7 Nights,31 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,Craft and related trades workers,Construction,More than,,About equal to,,,,"R6,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Response from historical data,,,,,,,,,,,,,,,,,,Good,No,No,No,No,Yes,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Somewhat attentive,No other person within hearing range at any time,No,,,,Good
47,Successfully Interviewed,500298,618404,Yes,28th,September,2017.0,16,,,,,,664909.0,Away on business/for work,,2017 sample,8.0,October,1991.0,Female,White,,664909.0,Formally married,Less than 1 year,,,,,,English,,7 Nights,30 Nights,Yes,Eastern Cape,Surveyed,Nelson Mandela Metropolitan Municipality,Surveyed,Nelson Mandela Bay (NMA),Surveyed,,,Eastern Cape,Surveyed,Eastern Cape,Surveyed,2015.0,Eastern Cape,Nelson Mandela Metropolitan Municipality,Nelson Mandela Bay (NMA),,Working for pay,,Clerical support workers,"Community, social and personal services",Refused,,,,,,Refused,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2010.0,Surveyed,,No,Surveyed,,,,No,No,,,,,,,Very good,No,No,No,No,No,Yes,No,No,,,,,,No,No,Afrikaans,,,,Friendly,Not at all attentive,No other person within hearing range at any time,No,,,,Very good
48,Successfully Interviewed,500311,502218,Yes,16th,May,2017.0,54,,,,,,321757.0,Away on business/for work,,2008 sample,11.0,November,1981.0,Male,African,,321757.0,Formally married,7.0,,,,,,IsiXhosa,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Self-employed,,"Plant and machine operators, and assemblers","Transport, storage and communication",About equal to,,,,,,"R3,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 11 (Std. 9/Form 4),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Fair,No,Yes,Yes,No,No,No,No,No,,,,,,No,No,IsiXhosa,,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,No,,,,Good
49,Successfully Interviewed,500325,703855,Yes,28th,July,2017.0,65,,,,,,755834.0,Refused but allowed a proxy,,2008 sample,6.0,January,1975.0,Male,African,,755834.0,Living together,,15.0,No,,,,IsiXhosa,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Unemployed but not actively searching for a job in the last four weeks.,,,,,,,,,,,No,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 3 (Std. 1),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Fair,No,No,No,No,No,No,No,Yes,Epilepsy/fits,,,,,No,No,IsiXhosa,,,,Friendly,Very attentive,1+ persons within hearing range for all  of the interview,No,,,,Good
50,Successfully Interviewed,500332,309063,Yes,11th,November,2017.0,25,,,,,,404006.0,Temporarily unwell,,2008 sample,-3.0,November,1988.0,Female,African,,"No, no spouse or partner",,,,No,,,,IsiZulu,,7 Nights,31 Nights,No,,,,,,,,,,,,,,,,,,Unemployed and actively searching for a job in the last four weeks,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 11 (Std. 9/Form 4),Surveyed,,2009.0,Surveyed,,No,Surveyed,,,,No,No,,,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
51,Successfully Interviewed,500339,581014,Yes,17th,August,2017.0,115,,,,,,381162.0,Deaf or has speech problems,,2008 sample,13.0,July,1988.0,Female,White,,"No, partner not part of this household",,,,No,,,,English,,7 Nights,30 Nights,Yes,Free State,Surveyed,Motheo District Municipality,Surveyed,Mangaung (MAN),Surveyed,,,KwaZulu-Natal,Response from historical data,KwaZulu-Natal,Derived,2012.0,KwaZulu-Natal,Missing,Missing,,Working for pay,,Professionals,"Community, social and personal services",About equal to,,,,,,"R3,000",No,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2006.0,Surveyed,,No,Surveyed,,,,No,No,,,,,,,Excellent,No,No,No,No,No,No,No,Yes,"Problems with sight, hearing or speech",,,,,No,No,English,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
52,Successfully Interviewed,500341,724913,Yes,12th,May,2017.0,61,,,,,,321675.0,Refused but allowed a proxy,,2008 sample,16.0,October,1971.0,Female,Coloured,,"No, no spouse or partner",,,,No,,,,Afrikaans,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Unemployed and actively searching for a job in the last four weeks,,,,,,,,,,,No,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 8 (Std. 6/Form 1),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Good,No,Yes,No,No,No,No,No,No,,,,,,No,No,English,,,,Friendly,Very attentive,1+ persons within hearing range for all  of the interview,No,,,,Good
53,Successfully Interviewed,500342,318115,Yes,31st,October,2017.0,15,,,,,,318165.0,Temporarily away from home for other reasons  (specify),She Is Away At The Moment,2008 sample,9.0,April,1990.0,Female,Asian/Indian,,"No, no spouse or partner",,,,No,,,,English,,7 Nights,30 Nights,Yes,North West,Response from historical data,Southern District Municipality,Response from historical data,Dr Kenneth Kaunda (DC40),Response from historical data,,,North West,Response from historical data,North West,Derived,2015.0,North West,Southern District Municipality,Dr Kenneth Kaunda (DC40),,Self-employed,,Craft and related trades workers,Manufacturing,Less than,More than,,,,,"R1,501-R2,999",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2007.0,Surveyed,,Yes,Surveyed,Diploma not requiring Grade 12/Std. 10,,2009.0,No,No,,,,,,,Good,No,No,No,No,No,No,No,No,,,,,,Yes,No,English,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
54,Successfully Interviewed,500357,411902,Yes,28th,August,2017.0,105,,,,,,724939.0,Studying away from home,,2008 sample,27.0,June,2000.0,Male,Coloured,,"No, no spouse or partner",,,,No,,,,Afrikaans,,7 Nights,31 Nights,No,,,,,,,,,,,,,,,,,,"Full-time scholar or student at school, university, college or another educational institution",,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,No,,,,Grade 10 (Std. 8/Form 3),Surveyed,,2016.0,Surveyed,,No,Surveyed,,,,Yes,,Grade 11 (Std. 9/Form 4),,,,,,Very good,No,No,No,No,Yes,No,No,No,,,,,,No,No,Afrikaans,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
